"OverallQual";"YearBuilt";"YearRemodAdd";"MasVnrArea";"Foundation";"BsmtFinType1";"BsmtFinSF1";"TotalBsmtSF";"HeatingQC";"1stFlrSF";"2ndFlrSF";"GrLivArea";"FullBath";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"WoodDeckSF";"OpenPorchSF";"SaleType";"SaleCondition";"SalePrice"
9;2007;2007;452;"PConc";"GLQ";48;1822;"Ex";1828;0;1828;2;1;"Gd";3;774;0;108;"New";"Partial";314813
8;2003;2003;226;"PConc";"GLQ";871;1482;"Ex";1482;780;2262;2;2;"Gd";3;749;168;0;"WD";"Normal";305000
3;1914;1950;0;"BrkTil";"BLQ";41;864;"TA";864;0;864;1;0;"NA";0;0;0;0;"WD";"Normal";67000
6;1974;1997;0;"CBlock";"ALQ";956;1522;"TA";1548;1066;2614;2;1;"TA";2;624;38;243;"WD";"Normal";240000
5;1977;1977;153;"CBlock";"BLQ";560;980;"TA";980;0;980;1;0;"NA";2;484;192;0;"WD";"Normal";135000
6;2000;2000;513;"PConc";"GLQ";420;756;"Ex";756;756;1512;2;1;"TA";2;440;0;32;"WD";"Normal";168500
6;1972;1972;288;"CBlock";"Rec";247;732;"Gd";1012;778;1790;1;1;"TA";2;484;148;0;"WD";"Normal";165150
6;1962;1962;261;"CBlock";"Unf";0;1116;"TA";1116;0;1116;1;0;"NA";2;440;0;0;"WD";"Normal";160000
5;1960;1978;0;"CBlock";"Unf";0;978;"TA";1422;0;1422;1;1;"TA";1;286;0;0;"WD";"Normal";139900
6;1955;1972;164;"CBlock";"BLQ";674;1156;"Ex";1520;0;1520;1;2;"Gd";1;364;0;0;"WD";"Normal";153000
5;1969;1969;192;"PConc";"Rec";650;1040;"TA";1040;1040;2080;1;2;"TA";2;504;335;0;"WD";"Family";135000
6;1964;1964;259;"CBlock";"GLQ";624;1248;"TA";1350;0;1350;1;0;"NA";2;520;176;0;"WD";"Normal";168500
5;1880;1991;0;"BrkTil";"Unf";0;636;"TA";1089;661;1750;1;0;"NA";1;240;0;0;"WD";"Abnorml";124000
8;2006;2006;108;"PConc";"GLQ";24;1554;"Ex";1554;0;1554;2;1;"Gd";2;627;156;73;"WD";"Normal";209500
7;1977;1977;209;"CBlock";"ALQ";822;1386;"TA";1411;0;1411;2;1;"TA";2;544;192;0;"WD";"Family";82500
5;1954;2005;0;"CBlock";"BLQ";480;1056;"TA";1056;0;1056;1;0;"NA";1;260;390;0;"WD";"Normal";139400
6;1980;1980;0;"CBlock";"GLQ";1056;1056;"Gd";1056;0;1056;0;0;"NA";2;576;264;56;"WD";"Normal";144000
6;1914;1995;0;"CBlock";"LwQ";256;1440;"Ex";1440;1440;3395;2;0;"NA";0;0;0;110;"WD";"Abnorml";200000
2;1936;1950;0;"BrkTil";"Unf";0;264;"Fa";800;0;800;1;1;"Po";0;0;0;0;"ConLw";"Normal";60000
5;1954;1954;0;"CBlock";"Unf";0;811;"TA";811;576;1387;2;0;"NA";1;256;0;0;"WD";"Normal";93000
5;1910;1950;0;"CBlock";"Unf";0;796;"Gd";796;0;796;1;0;"NA";0;0;328;0;"WD";"Normal";85000
8;2006;2006;0;"PConc";"GLQ";1154;1520;"Ex";1567;0;1567;2;1;"Gd";3;648;312;0;"New";"Partial";264561
8;2003;2004;472;"PConc";"GLQ";1218;1518;"Ex";1518;0;1518;1;1;"Gd";2;588;185;140;"WD";"Normal";274000
7;2001;2001;0;"PConc";"GLQ";738;1057;"Ex";1057;872;1929;2;1;"TA";2;650;0;235;"WD";"Normal";226000
8;1972;1995;0;"CBlock";"GLQ";1410;1952;"Gd";2000;704;2704;2;3;"TA";2;538;269;111;"WD";"Normal";345000
5;1969;1969;263;"CBlock";"Rec";493;780;"Ex";780;840;1620;2;0;"NA";2;462;208;0;"WD";"Normal";152000
9;2009;2009;162;"PConc";"GLQ";1121;1766;"Ex";1766;0;1766;2;1;"Gd";3;478;195;130;"New";"Partial";370878
6;1971;1971;0;"CBlock";"ALQ";282;981;"TA";981;0;981;1;0;"NA";2;576;0;312;"WD";"Normal";143250
5;1950;1950;0;"CBlock";"NA";0;0;"Gd";1048;0;1048;1;0;"NA";2;420;0;27;"WD";"Normal";98300
6;1953;1953;216;"CBlock";"Rec";500;1094;"Ex";1094;0;1094;1;2;"Gd";2;495;0;0;"WD";"Normal";155000
6;1966;1966;351;"CBlock";"Unf";0;756;"TA";1051;788;1839;1;1;"TA";2;442;0;124;"WD";"Normal";155000
4;1970;1970;0;"CBlock";"BLQ";131;630;"Gd";630;0;630;1;0;"NA";0;0;0;0;"WD";"Normal";84500
7;2007;2007;104;"PConc";"Unf";0;813;"Ex";822;843;1665;2;0;"NA";2;562;0;0;"WD";"Normal";205950
4;1940;1950;0;"CBlock";"Unf";0;755;"TA";755;755;1510;1;1;"Gd";1;296;120;0;"WD";"Normal";108000
7;1996;1996;0;"PConc";"Unf";0;880;"Ex";909;807;1716;2;1;"TA";2;512;0;120;"WD";"Normal";191000
6;1906;1995;0;"CBlock";"Unf";0;756;"Ex";756;713;1469;1;0;"NA";1;216;57;0;"WD";"Normal";135000
8;1995;1995;660;"PConc";"GLQ";1696;2109;"Ex";2113;0;2113;2;1;"TA";3;839;236;46;"WD";"Normal";350000
6;1971;1971;381;"CBlock";"Unf";0;525;"TA";525;567;1092;1;0;"NA";1;264;0;0;"WD";"Family";88000
5;1959;2006;54;"CBlock";"ALQ";806;1053;"Ex";1053;0;1053;1;0;"NA";1;312;0;0;"WD";"Normal";145500
7;1931;2000;0;"BrkTil";"Unf";0;776;"TA";851;651;1502;1;1;"Gd";1;270;0;0;"WD";"Normal";149000
6;1948;1950;0;"CBlock";"Unf";0;912;"TA";912;546;1458;1;1;"Gd";1;330;192;0;"WD";"Abnorml";97500
5;1964;1999;0;"PConc";"BLQ";637;1486;"Ex";1486;0;1486;1;0;"NA";2;480;0;0;"WD";"Normal";167000
7;1976;1976;233;"CBlock";"Unf";0;793;"TA";1142;793;1935;2;1;"TA";2;550;0;113;"WD";"Normal";197900
8;1994;2005;528;"PConc";"GLQ";1361;1629;"Ex";1686;762;2448;2;1;"TA";3;711;517;76;"WD";"Normal";402000
6;1968;1968;216;"CBlock";"Unf";0;1392;"Gd";1392;0;1392;1;2;"TA";2;576;0;0;"WD";"Normal";110000
4;1972;1972;0;"CBlock";"BLQ";920;1138;"TA";1181;0;1181;2;0;"NA";2;588;0;0;"WD";"Normal";137500
8;2005;2006;0;"PConc";"GLQ";1721;2077;"Ex";2097;0;2097;1;1;"Ex";3;1134;192;267;"New";"Partial";423000
8;2000;2000;40;"PConc";"Unf";0;1406;"Ex";1454;482;1936;2;1;"TA";2;504;188;124;"WD";"Normal";230500
6;1965;1979;113;"CBlock";"LwQ";187;1021;"TA";1465;915;2380;2;1;"Po";2;596;0;265;"WD";"Abnorml";129000
6;1994;1998;258;"PConc";"GLQ";1138;1408;"Ex";1679;0;1679;2;1;"Fa";2;575;224;42;"WD";"Normal";193500
5;1956;1987;0;"CBlock";"Rec";988;1188;"Gd";1437;0;1437;1;1;"TA";2;576;304;0;"WD";"Normal";168000
4;1922;1950;0;"BrkTil";"Unf";0;700;"Ex";1180;0;1180;1;1;"Gd";1;252;0;0;"WD";"Normal";137500
6;2005;2005;0;"PConc";"GLQ";193;738;"Ex";738;738;1476;2;0;"NA";2;540;100;35;"WD";"Normal";173500
6;1925;1950;0;"BrkTil";"BLQ";551;672;"TA";697;672;1369;2;0;"NA";1;300;147;0;"WD";"Normal";103600
6;1977;1977;0;"CBlock";"ALQ";767;1208;"TA";1208;0;1208;1;1;"TA";2;546;198;42;"WD";"Normal";165000
6;1957;2004;106;"PConc";"GLQ";1186;1477;"Ex";1839;0;1839;2;2;"TA";2;416;0;87;"WD";"Normal";257500
6;1965;1965;0;"CBlock";"Rec";892;1136;"TA";1136;0;1136;1;1;"Gd";1;384;426;0;"WD";"Normal";140000
6;1978;1978;0;"CBlock";"ALQ";311;855;"TA";855;586;1441;2;1;"TA";2;440;28;0;"WD";"Normal";148500
4;1900;1950;0;"BrkTil";"Unf";0;1095;"Fa";1095;679;1774;2;0;"NA";3;779;0;0;"WD";"Normal";87000
5;1924;2006;0;"BrkTil";"Unf";0;768;"Ex";792;0;792;1;0;"NA";1;240;316;0;"WD";"Normal";109500
8;2008;2008;464;"PConc";"Unf";0;2046;"Ex";2046;0;2046;2;1;"Gd";3;834;322;82;"New";"Partial";372500
5;1961;1961;57;"CBlock";"Rec";827;988;"TA";988;0;988;1;0;"NA";2;572;0;0;"WD";"Normal";128500
6;1980;1980;0;"CBlock";"BLQ";543;923;"TA";923;0;923;2;1;"TA";1;264;80;0;"WD";"Normal";143000
5;1932;2000;0;"BrkTil";"Rec";182;793;"Ex";848;672;1520;1;0;"NA";1;281;0;0;"WD";"Abnorml";159434
6;1996;1997;0;"PConc";"GLQ";1003;1291;"Ex";1291;0;1291;1;1;"Gd";2;431;307;0;"WD";"Normal";173000
9;2002;2002;215;"PConc";"GLQ";1059;1626;"Ex";1668;0;1668;2;1;"TA";3;702;257;45;"WD";"Normal";285000
7;1998;1998;30;"PConc";"Unf";0;1195;"Gd";1195;644;1839;2;0;"NA";2;486;0;81;"WD";"Normal";221000
7;1984;1984;0;"CBlock";"GLQ";828;1190;"Gd";1190;900;2090;2;1;"TA";2;577;219;0;"WD";"Normal";207500
7;2007;2007;0;"PConc";"Unf";0;874;"Ex";874;887;1761;3;0;"NA";2;578;144;105;"New";"Partial";227875
7;2004;2004;0;"PConc";"GLQ";239;551;"Ex";551;551;1102;2;0;"NA";2;480;0;60;"WD";"Normal";148800
8;2007;2007;0;"PConc";"GLQ";945;1419;"Ex";1419;0;1419;2;1;"Gd";2;567;140;0;"New";"Partial";392000
6;2005;2006;256;"PConc";"ALQ";20;1362;"Ex";1362;0;1362;2;1;"Gd";2;460;192;28;"WD";"Normal";194700
6;2004;2004;147;"PConc";"GLQ";697;848;"Ex";848;0;848;1;1;"TA";2;420;149;0;"WD";"Normal";141000
10;1994;1995;1170;"PConc";"GLQ";1455;2444;"Ex";2444;1872;4316;3;2;"Ex";3;832;382;50;"WD";"Normal";755000
7;1989;1990;293;"PConc";"GLQ";965;1210;"Ex";1238;1281;2519;2;2;"Gd";2;628;320;27;"WD";"Normal";335000
5;1921;1968;0;"BrkTil";"Unf";0;1073;"Ex";1073;0;1073;1;0;"NA";1;326;0;0;"WD";"Abnorml";108480
5;1936;1950;0;"BrkTil";"Unf";0;927;"TA";1067;472;1539;1;0;"NA";2;576;112;0;"WD";"Normal";141500
6;1987;1987;72;"CBlock";"GLQ";980;1112;"Gd";1137;0;1137;2;1;"TA";2;551;125;0;"WD";"Normal";176000
5;1921;1950;0;"CBlock";"LwQ";616;616;"Gd";616;0;616;1;0;"NA";1;205;0;0;"WD";"Normal";89000
5;1952;1952;0;"PConc";"LwQ";210;980;"Fa";1148;0;1148;1;0;"NA";1;308;0;0;"WD";"Normal";123500
5;1965;2009;0;"CBlock";"GLQ";553;894;"Ex";894;0;894;1;1;"Gd";1;336;416;144;"WD";"Normal";138500
7;2004;2004;0;"PConc";"GLQ";16;1391;"Ex";1391;0;1391;2;0;"NA";2;530;156;158;"WD";"Normal";196000
8;2002;2002;630;"PConc";"GLQ";1274;1800;"Ex";1800;0;1800;2;1;"Gd";3;765;270;78;"WD";"Normal";312500
7;1969;1969;168;"CBlock";"Unf";0;1164;"TA";1164;0;1164;1;0;"NA";2;528;0;0;"COD";"Normal";140000
8;2006;2006;466;"PConc";"Unf";0;1234;"Ex";1264;1312;2576;2;1;"Gd";3;666;324;100;"New";"Partial";361919
5;1900;1996;0;"BrkTil";"Unf";0;360;"Gd";1032;780;1812;2;1;"Po";2;672;344;0;"WD";"Normal";140000
7;2004;2005;109;"PConc";"GLQ";712;1473;"Ex";1484;0;1484;2;0;"NA";2;606;0;35;"WD";"Normal";213000
4;1930;1950;0;"Slab";"NA";0;0;"Fa";372;720;1092;2;0;"NA";0;0;0;0;"WD";"Normal";55000
7;1971;2002;351;"CBlock";"GLQ";1219;1643;"TA";1824;0;1824;2;2;"TA";2;739;380;48;"WD";"Normal";302000
8;2006;2006;176;"PConc";"GLQ";863;1324;"Ex";1324;0;1324;2;1;"Gd";2;550;192;38;"WD";"Normal";254000
7;2007;2007;0;"PConc";"Unf";0;728;"Ex";728;728;1456;2;1;"Gd";2;400;100;24;"New";"Partial";179540
5;1966;1966;41;"PConc";"Unf";0;876;"TA";904;0;904;1;0;"NA";1;408;0;0;"WD";"Abnorml";109900
3;1935;2003;0;"CBlock";"Unf";0;270;"Gd";729;0;729;1;0;"NA";0;0;0;0;"WD";"Normal";52000
4;1900;1950;0;"Stone";"Unf";0;859;"Gd";859;319;1178;1;0;"NA";1;384;68;0;"WD";"Abnorml";102776
8;1988;1989;0;"PConc";"GLQ";767;1228;"Gd";1228;0;1228;2;1;"Gd";2;472;168;120;"WD";"Normal";189000
4;1970;1970;160;"CBlock";"ALQ";789;960;"TA";960;0;960;1;0;"NA";2;576;0;288;"WD";"Normal";129000
6;1976;2005;289;"CBlock";"GLQ";533;725;"Ex";725;754;1479;2;0;"NA";2;475;0;44;"WD";"Normal";130500
6;1974;1974;174;"CBlock";"Unf";0;1064;"TA";1350;0;1350;2;1;"TA";2;478;0;0;"WD";"Normal";165000
7;1890;1998;0;"BrkTil";"Unf";0;718;"Ex";1576;978;2554;1;0;"NA";2;704;0;48;"WD";"Normal";159500
5;1973;2000;0;"CBlock";"BLQ";1084;1176;"Gd";1178;0;1178;1;1;"Fa";2;439;224;0;"WD";"Normal";157000
7;1993;1994;651;"PConc";"GLQ";1173;1311;"Ex";1325;1093;2418;2;1;"TA";3;983;250;154;"WD";"Normal";341000
5;1969;1969;0;"CBlock";"ALQ";523;971;"TA";971;0;971;1;1;"Po";1;300;0;0;"WD";"Normal";128500
8;1985;1985;0;"PConc";"GLQ";1148;1742;"TA";1742;0;1742;2;1;"TA";2;564;114;28;"WD";"Normal";275000
6;2004;2004;169;"PConc";"GLQ";662;848;"Ex";848;0;848;1;0;"NA";2;420;160;0;"WD";"Normal";143000
4;1970;1970;0;"CBlock";"ALQ";191;864;"Ex";864;0;864;1;0;"NA";2;463;0;0;"WD";"Normal";124500
4;1954;1972;0;"PConc";"Unf";0;941;"Ex";997;473;1470;2;0;"NA";1;548;0;0;"WD";"Normal";135000
9;2007;2008;340;"PConc";"GLQ";1234;1698;"Ex";1698;0;1698;2;1;"Gd";3;768;327;64;"WD";"Normal";320000
4;1970;1970;0;"CBlock";"ALQ";375;864;"TA";864;0;864;1;0;"NA";2;660;96;0;"WD";"Normal";120500
6;1988;2007;260;"CBlock";"GLQ";808;880;"Ex";1680;0;1680;2;1;"Gd";2;540;292;44;"WD";"Normal";222000
7;2007;2007;82;"PConc";"GLQ";724;1232;"Ex";1232;0;1232;2;0;"NA";2;632;132;0;"WD";"Normal";194500
5;1958;1958;95;"CBlock";"Unf";0;1584;"TA";1776;0;1776;2;0;"NA";3;888;0;25;"COD";"Abnorml";110000
4;1925;1950;0;"CBlock";"BLQ";152;780;"TA";848;0;1208;1;0;"NA";2;539;0;23;"WD";"Normal";103000
8;1995;1996;0;"PConc";"GLQ";1180;1595;"Ex";1616;0;1616;2;1;"TA";2;608;237;152;"WD";"Normal";236500
7;2003;2003;442;"PConc";"GLQ";786;868;"Ex";1146;0;1146;2;1;"Gd";2;438;160;22;"WD";"Normal";187500
7;1998;1999;202;"PConc";"ALQ";252;1153;"Ex";1153;878;2031;2;1;"TA";2;541;192;84;"WD";"Normal";222500
5;1961;1983;0;"CBlock";"BLQ";594;864;"Ex";1144;0;1144;1;1;"TA";1;264;165;0;"WD";"Normal";131400
5;1968;1968;0;"PConc";"Unf";0;948;"TA";948;0;948;1;0;"NA";1;300;147;0;"WD";"Family";108000
7;1914;1970;0;"BrkTil";"Rec";390;880;"Fa";880;888;1768;1;2;"TA";2;320;0;341;"WD";"Normal";163000
3;1950;1950;0;"CBlock";"NA";0;0;"Gd";1040;0;1040;2;0;"NA";2;400;0;0;"WD";"Normal";93500
8;2005;2005;0;"PConc";"Unf";0;893;"Ex";901;900;1801;2;1;"Gd";3;800;0;116;"WD";"Normal";239900
5;1987;1988;0;"CBlock";"GLQ";1200;1200;"TA";1200;0;1200;3;0;"NA";0;0;120;0;"WD";"Alloca";179000
7;2004;2004;0;"PConc";"Unf";0;864;"Ex";864;864;1728;2;0;"NA";2;572;187;56;"WD";"Normal";190000
5;1910;2002;0;"BrkTil";"Unf";0;264;"Ex";768;664;1432;2;0;"NA";2;360;270;0;"WD";"Abnorml";132000
6;1961;1996;0;"CBlock";"GLQ";832;912;"Gd";912;0;912;1;0;"NA";1;288;168;0;"WD";"Normal";142000
7;2000;2001;108;"PConc";"Unf";0;1349;"Ex";1349;0;1349;2;0;"NA";2;539;120;55;"WD";"Normal";179000
5;1963;1999;0;"CBlock";"ALQ";444;520;"Ex";1464;0;1464;2;1;"TA";2;480;302;0;"WD";"Normal";175000
8;1993;1993;0;"PConc";"GLQ";733;1337;"Gd";1337;0;1337;2;1;"TA";2;462;96;0;"WD";"Normal";180000
8;1976;1996;289;"CBlock";"GLQ";575;1142;"Ex";1175;1540;2715;3;2;"TA";2;831;0;204;"WD";"Normal";299800
7;2000;2000;0;"PConc";"GLQ";300;952;"Ex";980;1276;2256;2;1;"TA";2;554;224;54;"WD";"Normal";236000
7;1880;2003;0;"Stone";"Unf";0;1240;"TA";1320;1320;2640;1;1;"Gd";4;864;181;0;"WD";"Normal";265979
7;1996;1996;338;"PConc";"GLQ";919;1720;"Ex";1720;0;1720;2;1;"TA";2;527;240;56;"WD";"Normal";260400
4;1945;1950;0;"Slab";"NA";0;0;"TA";1088;441;1529;2;0;"NA";1;240;92;0;"WD";"Normal";98000
4;1910;2004;0;"BrkTil";"Unf";0;576;"Gd";792;348;1140;1;0;"NA";0;0;0;160;"WD";"Normal";96500
7;2003;2003;0;"PConc";"Unf";0;660;"Ex";660;660;1320;2;0;"NA";2;400;0;48;"WD";"Normal";162000
6;1997;1997;0;"PConc";"GLQ";1200;1479;"Ex";1494;0;1494;2;0;"NA";2;576;168;27;"WD";"Normal";217000
8;2005;2005;178;"PConc";"Unf";0;1030;"Gd";1038;1060;2098;2;1;"Gd";3;878;192;52;"WD";"Normal";275500
6;1969;2005;0;"CBlock";"GLQ";439;1026;"Gd";1026;0;1026;1;0;"NA";2;440;171;48;"WD";"Normal";156000
6;1999;1999;894;"PConc";"GLQ";381;729;"Gd";742;729;1471;2;0;"NA";2;440;0;24;"WD";"Normal";172500
8;2007;2007;0;"PConc";"GLQ";20;866;"Ex";866;902;1768;2;0;"NA";2;578;144;105;"WD";"Normal";212000
6;1978;1978;328;"CBlock";"Rec";438;672;"TA";672;714;1386;2;1;"TA";2;440;335;0;"WD";"Abnorml";158900
7;1999;1999;360;"PConc";"ALQ";549;744;"Gd";757;744;1501;2;0;"NA";2;440;0;0;"WD";"Normal";179400
8;1995;1995;513;"PConc";"LwQ";56;1318;"Ex";1328;1203;2531;2;1;"TA";3;752;222;98;"WD";"Normal";290000
6;1959;1959;0;"CBlock";"Rec";612;864;"Ex";864;0;864;1;0;"NA";1;300;0;0;"WD";"Normal";127500
5;1924;1950;0;"PConc";"LwQ";405;1145;"TA";1301;0;1301;1;0;"NA";2;440;0;0;"WD";"Normal";100000
7;2009;2009;0;"PConc";"GLQ";24;756;"Ex";764;783;1547;2;0;"NA";2;614;169;45;"Con";"Normal";215200
8;1999;1999;673;"PConc";"GLQ";1163;1252;"Ex";1268;1097;2365;2;1;"Gd";3;856;0;128;"WD";"Normal";337000
8;1995;1996;0;"PConc";"LwQ";437;1494;"Ex";1494;0;1494;1;1;"Gd";2;481;0;30;"WD";"Normal";270000
9;2008;2008;284;"PConc";"Unf";0;1498;"Ex";1506;0;1506;2;1;"Gd";2;592;0;174;"New";"Partial";264132
7;1988;1988;42;"CBlock";"GLQ";394;980;"TA";980;734;1714;2;1;"TA";2;496;228;66;"WD";"Normal";196500
6;1940;1985;0;"CBlock";"ALQ";660;983;"Ex";983;767;1750;2;0;"NA";1;423;245;0;"WD";"Normal";160000
7;2004;2005;0;"PConc";"GLQ";24;1860;"Ex";1836;0;1836;2;1;"Gd";2;484;120;33;"WD";"Normal";216837
8;2003;2003;603;"PConc";"ALQ";1416;1650;"Ex";1690;1589;3279;3;1;"Gd";3;841;503;36;"WD";"Normal";538000
5;1982;1982;0;"CBlock";"GLQ";685;858;"TA";858;0;858;1;0;"NA";2;576;120;0;"WD";"Normal";134900
4;1951;1951;0;"CBlock";"LwQ";836;836;"TA";1220;0;1220;1;0;"NA";2;396;0;0;"COD";"Normal";102000
6;1976;1976;0;"CBlock";"ALQ";422;1029;"TA";1117;0;1117;1;1;"TA";2;672;144;0;"WD";"Abnorml";107000
5;1958;1958;1;"CBlock";"Rec";456;912;"Ex";912;0;912;1;0;"NA";1;275;0;0;"COD";"Normal";114500
8;2006;2006;375;"PConc";"Unf";0;1935;"Gd";1973;0;1973;2;1;"Gd";3;895;315;45;"New";"Partial";395000
6;1998;1998;320;"PConc";"GLQ";866;1204;"Ex";1204;0;1204;2;0;"NA";2;412;0;247;"WD";"Normal";162000
7;2005;2006;240;"PConc";"GLQ";20;1614;"Ex";1614;0;1614;2;0;"NA";3;865;144;59;"New";"Partial";221500
5;1974;1974;0;"CBlock";"ALQ";762;864;"TA";894;0;894;1;1;"Fa";2;440;241;0;"WD";"Normal";142500
5;1977;1977;320;"Slab";"NA";0;0;"TA";2020;0;2020;2;2;"TA";2;630;0;0;"WD";"Normal";144000
6;1977;1977;90;"CBlock";"GLQ";975;975;"TA";1004;0;1004;1;0;"NA";2;504;0;0;"WD";"Normal";135000
7;1995;1996;38;"PConc";"Unf";0;1237;"Gd";1253;0;1253;2;1;"TA";2;402;220;21;"WD";"Normal";176000
6;1992;1992;0;"PConc";"ALQ";387;761;"Ex";810;793;1603;2;0;"NA";2;484;0;124;"WD";"Normal";175900
7;2001;2002;0;"PConc";"Unf";0;1413;"Ex";1430;0;1430;2;0;"NA";2;605;0;33;"WD";"Normal";187100
5;1978;1978;104;"PConc";"GLQ";1097;1097;"Ex";1110;0;1110;1;1;"TA";2;602;303;30;"WD";"Normal";165500
6;1914;2001;0;"CBlock";"Unf";0;742;"Ex";742;742;1484;2;1;"Gd";0;0;0;291;"WD";"Normal";128000
6;1967;1967;0;"CBlock";"Rec";251;1372;"TA";1342;0;1342;2;1;"Gd";2;457;0;0;"WD";"Normal";161500
5;1915;1950;0;"PConc";"LwQ";686;686;"TA";966;686;1652;2;0;"NA";1;416;0;0;"WD";"Normal";139000
7;2004;2004;0;"PConc";"GLQ";656;956;"Ex";956;1128;2084;2;0;"NA";2;618;0;45;"WD";"Normal";233000
4;1954;2000;0;"CBlock";"Unf";0;901;"Ex";901;0;901;1;0;"NA";1;281;0;0;"WD";"Normal";107900
6;1966;2007;157;"CBlock";"LwQ";568;832;"Gd";976;1111;2087;2;0;"NA";2;444;133;168;"WD";"Normal";187500
7;2005;2006;11;"PConc";"GLQ";16;1145;"Ex";1145;0;1145;2;1;"Gd";2;397;100;16;"WD";"Normal";160200
6;1976;1976;0;"PConc";"ALQ";539;1029;"TA";1062;0;1062;1;2;"TA";2;539;120;0;"WD";"Normal";146800
7;1996;1997;0;"PConc";"GLQ";862;1117;"Ex";1127;886;2013;2;1;"TA";2;455;180;130;"WD";"Normal";269790
8;2007;2007;140;"PConc";"Unf";0;1496;"Ex";1496;0;1496;2;0;"NA";2;474;168;130;"New";"Partial";225000
7;1994;1996;0;"PConc";"Unf";0;712;"Ex";1086;809;1895;2;1;"TA";2;409;143;46;"WD";"Normal";194500
6;1980;1981;130;"CBlock";"Unf";0;650;"TA";888;676;1564;2;1;"TA";2;476;0;50;"WD";"Normal";171000
6;1977;1977;148;"CBlock";"Unf";0;660;"Ex";1285;0;1285;1;1;"TA";2;528;138;0;"WD";"Normal";143500
5;1953;1953;0;"CBlock";"BLQ";570;773;"Gd";773;0;773;1;0;"NA";1;240;0;0;"WD";"Abnorml";110000
9;2008;2009;860;"PConc";"Unf";0;1926;"Ex";1966;1174;3140;3;2;"Gd";3;820;144;78;"New";"Partial";485000
5;1937;1950;252;"BrkTil";"ALQ";569;731;"Ex";981;787;1768;1;2;"TA";1;240;0;0;"WD";"Normal";175000
6;1997;1997;0;"PConc";"GLQ";462;616;"Gd";616;1072;1688;2;0;"NA";2;603;403;114;"WD";"Normal";200000
4;1916;1990;0;"CBlock";"LwQ";197;1196;"Ex";1196;0;1196;1;0;"NA";2;440;0;0;"WD";"Normal";109900
7;2005;2005;0;"PConc";"GLQ";648;728;"Ex";728;728;1456;2;1;"Gd";2;410;36;18;"WD";"Normal";189000
9;2008;2009;424;"PConc";"Unf";0;1734;"Ex";1734;1088;2822;3;1;"Gd";3;1020;52;170;"New";"Partial";582933
5;1954;1954;0;"CBlock";"LwQ";812;936;"TA";1128;0;1128;1;0;"NA";1;286;0;0;"WD";"Family";118000
7;2008;2008;256;"PConc";"Unf";0;1417;"Ex";1428;0;1428;2;0;"NA";2;554;0;60;"New";"Partial";227680
5;1967;1967;0;"PConc";"ALQ";400;980;"Gd";980;0;980;2;0;"NA";1;384;68;0;"WD";"Normal";135500
5;1923;2004;0;"CBlock";"GLQ";1309;1324;"Ex";1072;504;1576;1;1;"TA";2;528;0;312;"WD";"Normal";223500
5;1966;1966;1047;"CBlock";"ALQ";516;1024;"TA";1086;0;1086;1;1;"Gd";2;484;0;0;"WD";"Normal";159950
5;1898;1965;0;"PConc";"Unf";0;849;"TA";1075;1063;2138;2;0;"NA";2;360;40;156;"WD";"Normal";106000
6;1974;1999;99;"CBlock";"ALQ";663;1040;"Fa";1309;0;1309;1;1;"Fa";2;484;265;0;"WD";"Normal";181000
6;2004;2004;169;"PConc";"GLQ";662;848;"Ex";848;0;848;1;1;"Gd";2;420;140;0;"ConLD";"Normal";144500
5;1952;1952;0;"CBlock";"Unf";0;540;"TA";1044;0;1044;1;0;"NA";2;504;0;0;"WD";"Alloca";55993
6;1958;1958;243;"CBlock";"Rec";608;1442;"Gd";1442;0;1442;1;0;"NA";1;301;0;0;"COD";"Normal";157900
5;1918;1950;0;"BrkTil";"Unf";0;686;"Gd";686;564;1250;1;0;"NA";1;280;207;0;"WD";"Normal";116000
7;1998;1998;442;"PConc";"Unf";0;1649;"Ex";1661;0;1661;2;0;"NA";2;598;0;34;"WD";"Normal";224900
5;1954;1954;0;"CBlock";"BLQ";486;1008;"Gd";1008;0;1008;1;1;"Gd";1;275;0;0;"WD";"Normal";137000
8;2002;2002;148;"PConc";"GLQ";1218;1568;"Ex";1689;0;1689;2;2;"Gd";3;857;150;59;"WD";"Normal";271000
6;1971;1971;80;"CBlock";"GLQ";504;1010;"Gd";1052;0;1052;1;0;"NA";2;440;0;0;"WD";"Normal";155000
7;2009;2010;128;"PConc";"GLQ";733;1358;"Ex";1358;0;1358;2;1;"Gd";2;484;192;35;"New";"Partial";224000
7;2003;2003;0;"PConc";"Unf";0;798;"Ex";798;842;1640;2;0;"NA";2;595;0;45;"WD";"Normal";183000
4;1953;1953;0;"CBlock";"Unf";0;936;"TA";936;0;936;1;0;"NA";2;576;0;32;"WD";"Normal";93000
7;2003;2003;0;"PConc";"Unf";0;847;"Ex";847;886;1733;2;1;"Gd";2;433;100;48;"WD";"Family";225000
6;1940;1950;0;"BrkTil";"Unf";0;778;"TA";944;545;1489;2;1;"Gd";1;240;335;0;"WD";"Normal";139500
8;2006;2006;0;"PConc";"Unf";0;1489;"Ex";1489;0;1489;2;1;"Gd";2;776;0;140;"New";"Partial";232600
10;2007;2008;816;"PConc";"GLQ";1636;2078;"Ex";2084;0;2084;2;1;"Gd";3;1220;188;45;"New";"Partial";385000
